PONTUAL FARMACEUTICA
CONTROLADORA (Consolidado)
Resumo de vendas por item
01 Abril 2024 - 11 Fevereiro 2026


Item ,Descrição do item ,Qtd. vendida ,Receita total 
ETOMIDATO 2 MG/ML SOL INJ CX25 AMP VD TRANS X10ML(EMB HOSP),ETOMIDATO 2 MG/ML SOL INJ CX25 AMP VD TRANS X10ML(EMB HOSP),79,"R$18.230,52"
"EVRYSDI 0,75MG/ML PO SOL OR FR80ML+4 SER DOS=2X6ML+12ML","EVRYSDI 0,75MG/ML PO SOL OR FR80ML+4 SER DOS=2X6ML+12ML",402,"R$24.430.594,33"
EXEMESTANO 25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,EXEMESTANO 25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,520,"R$57.987,26"
EXTODIN 100 MCG/ML SOL INJ CT 5 FA VD TRANS X 2 ML,EXTODIN 100 MCG/ML SOL INJ CT 5 FA VD TRANS X 2 ML,593,"R$22.254,59"
"EXTRATO CANNABIS SATIVA 1FR 10ML 160,32MG/ML","EXTRATO CANNABIS SATIVA 1FR 10ML 160,32MG/ML",39,"R$16.033,45"
"EXTRATO CANNABIS SATIVA 1FR 30ML 79,14MG/ML","EXTRATO CANNABIS SATIVA 1FR 30ML 79,14MG/ML",67,"R$45.073,80"
"EYLIA 114,3MG/ML S INJ IVIT CT 1 FA VD TRANS X0,263ML+AGU","EYLIA 114,3MG/ML S INJ IVIT CT 1 FA VD TRANS X0,263ML+AGU",61,"R$190.101,63"
"EYLIA 40 MG/ML SOL INJ IVIT CT 1 FA VD X 0,278 ML + AGU","EYLIA 40 MG/ML SOL INJ IVIT CT 1 FA VD X 0,278 ML + AGU","1,885","R$4.385.063,98"
FASENRA 1SER PREENC 1ML 30MG/ML + CAN APLIC  INJ,FASENRA 1SER PREENC 1ML 30MG/ML + CAN APLIC  INJ,314,"R$4.084.883,55"
FASENRA 30 MG/ML SOL INJ CT SER PREECH VD TRANS X 1ML,FASENRA 30 MG/ML SOL INJ CT SER PREECH VD TRANS X 1ML,5,"R$70.914,40"
FASLODEX 50 MG/ML SOL INJ CT 2 SER VD PREENCH X 5ML+2AGULHAS,FASLODEX 50 MG/ML SOL INJ CT 2 SER VD PREENCH X 5ML+2AGULHAS,305,"R$482.730,64"
"FEMARA 2,5 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 28","FEMARA 2,5 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 28",232,"R$168.423,84"
"FEMARA 2,5 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30","FEMARA 2,5 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30	",8,"R$6.178,52"
FENILEFRIN 10MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML(EMB HOSP),FENILEFRIN 10MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML(EMB HOSP),41,"R$20.386,53"
FENITAL 50 MG/ML SOL INJ IM IV CX 10  AMP VD TRANS  X 5 ML,FENITAL 50 MG/ML SOL INJ IM IV CX 10  AMP VD TRANS  X 5 ML,97,"R$2.478,36"
FENOBARBITAL 40 MG/ML SOL OR CT FR GOT VD AMB X 20 ML,FENOBARBITAL 40 MG/ML SOL OR CT FR GOT VD AMB X 20 ML,294,"R$893,52"
FENOCRIS 100 MG/ML SOL INJ IM/IV CX 25 AMP VD TRANS X 2 ML,FENOCRIS 100 MG/ML SOL INJ IM/IV CX 25 AMP VD TRANS X 2 ML,177,"R$9.826,75"
"FENTANEST 0,05 MG/ML SOL INJ CX 50 EST X AMP VD AMB X 2 ML","FENTANEST 0,05 MG/ML SOL INJ CX 50 EST X AMP VD AMB X 2 ML",133,"R$31.634,60"
"FENTANEST 25FA 10ML 0,05MG/ML INJ","FENTANEST 25FA 10ML 0,05MG/ML INJ",187,"R$23.861,47"
FERINJECT INJET 50MG 1FA X 10ML,FERINJECT INJET 50MG 1FA X 10ML,"2,660","R$1.534.077,78"
"FILGRASTINE 600MCG/ML 5SER 0,5ML","FILGRASTINE FILGRASTINE 600MCG/ML 5SER 0,5ML",11,"R$632,94"
FLIXOTIDE 250 MCG AER CT LT X 60 DOSES C/APLIC,FLIXOTIDE 250 MCG AER CT LT X 60 DOSES C/APLIC,2,"R$205,56"
FLUCAZOL 2MG/ML SOL INFUS IV CX6BOLS PP SIST FECHX100ML,FLUCAZOL 2MG/ML SOL INFUS IV CX6BOLS PP SIST FECHX100ML,197,"R$7.732,95"
FLUCISTEIN 100 MG/ML SOL DIL INFUS IV/INAL CT 5 AMP X 3 ML,FLUCISTEIN 100 MG/ML SOL DIL INFUS IV/INAL CT 5 AMP X 3 ML,539,"R$7.544,95"
FLUCISTEIN 40 MG/G GRAN CT 15 ENV AL/PLAS PE X 5 G,FLUCISTEIN 40 MG/G GRAN CT 15 ENV AL/PLAS PE X 5 G,20,"R$645,96"
FLUCONAZOL 2MG/ML SOL INJ INF 06 BOLS PLAS SIST FECH X100ML,FLUCONAZOL 2MG/ML SOL INJ INF 06 BOLS PLAS SIST FECH X100ML,125,"R$4.485,25"
"FLUMAZENIL(PORT 344-LISTA C1) 0,1 MG/ML INJ IV 5AMP VDX 5 ML","FLUMAZENIL(PORT 344-LISTA C1) 0,1 MG/ML INJ IV 5AMP VDX 5 ML",43,"R$1.854,26"
"FLUMAZIL 0,1 MG/ML SOL INJ CX 10 AMP VD TRANS  X 5 ML","FLUMAZIL 0,1 MG/ML SOL INJ CX 10 AMP VD TRANS  X 5 ML",353,"R$28.193,65"
FOPITANT 150 MG PO LIOF SOL INFUS IV CT FA VD TRANS,FOPITANT 150 MG PO LIOF SOL INFUS IV CT FA VD TRANS,96,"R$11.649,03"
FORXIGA 30COM 10MG,FORXIGA 30COM 10MG,"1,907","R$232.137,58"
FOSAPREPITANTO DIMEGLUMINA 150MG PO LIOF SOL INJ IV,FOSAPREPITANTO DIMEGLUMINA 150MG PO LIOF SOL INJ IV,850,"R$124.714,37"
FOSFATO DE CLINDAMICINA 150 MG/ML SOL INJ 50 AMP X 4 ML,FOSFATO DE CLINDAMICINA 150 MG/ML SOL INJ 50 AMP X 4 ML,222,"R$29.355,30"
FRUTOVITAM SOL INJ IV CX 100 AMP VD AMB X 10 ML (EMB HOSP),FRUTOVITAM SOL INJ IV CX 100 AMP VD AMB X 10 ML (EMB HOSP),9,"R$4.105,74"
GANCICLOTRAT 500MG PO LIOF SOL INJ CT FA VD +DIL X 10ML,GANCICLOTRAT 500MG PO LIOF SOL INJ CT FA VD +DIL X 10ML,65,"R$1.793,45"
GAZYVA 1000 MG SOL DIL INFUS IV CT FA VD TRANS X 40 ML,GAZYVA 1000 MG SOL DIL INFUS IV CT FA VD TRANS X 40 ML,328,"R$8.466.531,16"
GENGILIV - BABYDEAS,GENGILIV - BABYDEAS,500,"R$4.307,60"
GLAUB 2 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML,GLAUB 2 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML,160,"R$640,00"
GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX 30 SIST FECHX500ML,GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX 30 SIST FECHX500ML,298,"R$41.664,54"
GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX100 SIST FECHX100ML,GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX100 SIST FECHX100ML,180,"R$55.573,64"
GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX15 SIST FECHX1000ML,GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX15 SIST FECHX1000ML,70,"R$11.550,35"
GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX50 SIST FECH X250ML,GLICOSE HALEX ISTAR 50MG/ML SOL INJ IV CX50 SIST FECH X250ML,"1,040","R$165.501,40"
GLIVEC 400 MG COM REV CT BL AL/AL X 30,GLIVEC 400 MG COM REV CT BL AL/AL X 30,17,"R$291.510,69"
HALOPERIDOL 2 MG/ML SOL OR CT FR GOT PLAS PEBD OPC X 20 ML,HALOPERIDOL 2 MG/ML SOL OR CT FR GOT PLAS PEBD OPC X 20 ML,865,"R$1.944,05"
HEMOFOL 5000 UI/ML SOL INJ CX 25 FA VD INC X 5 ML,HEMOFOL 5000 UI/ML SOL INJ CX 25 FA VD INC X 5 ML,232,"R$80.652,79"
"HEMOFOL 5000 UI/0,25 ML SOL INJ CX 25 AMP VD INCX0,25ML","HEMOFOL 5000 UI/0,25 ML SOL INJ CX 25 AMP VD INCX0,25ML",934,"R$129.683,91"
"HEPTRIS 20MG SOL INJ CT 10 SER VD PREENCH X0,2 ML + SIST SEG","HEPTRIS 20MG SOL INJ CT 10 SER VD PREENCH X0,2 ML + SIST SEG",60,"R$5.610,83"
"HEPTRIS 40MG SOL INJ CT 10SER VD PREENCH X0,4 ML  + SIST SEG","HEPTRIS 40MG SOL INJ CT 10SER VD PREENCH X0,4 ML  + SIST SEG",344,"R$44.645,00"
"HEPTRIS 60MG SOL INJ CT 2 SER VD PREENCH X 0,6 ML + SIST SEG","HEPTRIS 60MG SOL INJ CT 2 SER VD PREENCH X 0,6 ML + SIST SEG",120,"R$3.360,00"
"HEPTRIS 80MG SOL INJ CT 2 SER VD PREENCH X 0,8 ML + SIST SEG","HEPTRIS 80MG SOL INJ CT 2 SER VD PREENCH X 0,8 ML + SIST SEG",300,"R$11.360,00"
HERCEPTIN 440 MG PO LIOF SOL INJ IV FA VD + DIL FA X 20ML,HERCEPTIN 440 MG PO LIOF SOL INJ IV FA VD + DIL FA X 20ML,18,"R$296.590,86"
HERCEPTIN 600 MG SOL INJ SC CT FA VD TRANS X 5 ML,HERCEPTIN 600 MG SOL INJ SC CT FA VD TRANS X 5 ML,112,"R$1.305.236,22"
HERPES BLOCK ENV C/5 - AMO FARMA,HERPES BLOCK ENV C/5 - AMO FARMA,"2,974","R$19.889,20"
"HEXOMEDINE 1,0 MG/ML + 0,5 MG/ML COLUT CT FR VD AMB SPRX50ML","HEXOMEDINE 1,0 MG/ML + 0,5 MG/ML COLUT CT FR VD AMB SPRX50ML","4,539","R$124.195,66"
HIDANTAL 100 MG COM CT BL AL PLAS LAR X 25,HIDANTAL 100 MG COM CT BL AL PLAS LAR X 25,"1,200","R$10.806,00"
HISTAMIN 2 MG COM CT BL AL PLAS INC X 20,HISTAMIN 2 MG COM CT BL AL PLAS INC X 20,360,"R$1.926,00"
"IDACIO 40MG 2 CAN 0,8ML","IDACIO 40MG 2 CAN 0,8ML",122,"R$95.256,30"
"IMFINZI 120 MG/2,4 ML SOL INJ CT FA VD TRANS X 2,4 ML","IMFINZI 120 MG/2,4 ML SOL INJ CT FA VD TRANS X 2,4 ML",721,"R$2.454.528,83"
IMFINZI 500 MG/10 ML SOL INJ CT FA VD TRANS X 10 ML,IMFINZI 500 MG/10 ML SOL INJ CT FA VD TRANS X 10 ML,"5,368","R$75.550.416,03"
"IMJUDO 25MG / 1,25 ML SOL DIL INFUS CT FA VD TRANS X 1,25 ML","IMJUDO 25MG / 1,25 ML SOL DIL INFUS CT FA VD TRANS X 1,25 ML",34,"R$349.600,64"
IMJUDO 300 MG / 15 ML SOL DIL INFUS CT FA VD TRANS X 15 ML,IMJUDO 300 MG / 15 ML SOL DIL INFUS CT FA VD TRANS X 15 ML,41,"R$5.164.305,81"
IMUNOGLOBULIN 50 MG/ML SOL INJ CT FA VD INC X 100 ML,IMUNOGLOBULIN 50 MG/ML SOL INJ CT FA VD INC X 100 ML,136,"R$250.730,60"
IN0003 - CAIXA TÉRMICA DE ISOPOR  5 LTS,,8,"R$44,96"
IN0012 - CAIXA DE PAPELAO 2 (20X10X15) CM,,93,"R$106,95"
IN0013 - CAIXA DE PAPELAO 3 (30X20X15) CM,,64,"R$65,28"
IN0014 - CAIXA DE PAPELAO 4 (40X30X20) CM,,50,"R$123,00"
IRESSA 250 MG COM REV CT ENV X BL AL/PLAS TRANSP X 30,IRESSA 250 MG COM REV CT ENV X BL AL/PLAS TRANSP X 30,84,"R$178.575,28"
"IVEVI 2,5 MG COM REV CT BL AL PLAS PVC/PVDC X 28","IVEVI 2,5 MG COM REV CT BL AL PLAS PVC/PVDC X 28",16,"R$898,39"
JAKAVI 10 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,JAKAVI 10 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,86,"R$2.069.668,47"
JAKAVI 15 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,JAKAVI 15 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,84,"R$2.524.894,42"
JAKAVI 20 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,JAKAVI 20 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,228,"R$6.838.148,54"
JAKAVI 5 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,JAKAVI 5 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,357,"R$5.953.433,91"
JEMPERLI 50 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,JEMPERLI 50 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,"1,012","R$29.389.678,62"
KADCYLA 100 MG PO LIOF SOL INJ IV CT FA VD TRANS,KADCYLA 100 MG PO LIOF SOL INJ IV CT FA VD TRANS,"2,682","R$22.627.499,56"
KADCYLA 160 MG PO LIOF SOL INJ IV CT FA VD TRANS,KADCYLA 160 MG PO LIOF SOL INJ IV CT FA VD TRANS,808,"R$10.918.419,14"
KAVIT 10 MG/ML SOL INJ CX25 AMP VD AMBX1 ML(EMB HOSP),KAVIT 10 MG/ML SOL INJ CX25 AMP VD AMBX1 ML(EMB HOSP),167,"R$9.349,89"
"KESIMPTA 20 MG/0,4 ML SOL INJ CT 1 CAN PREENC X 0,4 ML","KESIMPTA 20 MG/0,4 ML SOL INJ CT 1 CAN PREENC X 0,4 ML",343,"R$3.927.462,51"
KETAMIN 50 MG/ML SOL INJ IM/IV CX 25 AMP VD AMB X 2 ML,KETAMIN 50 MG/ML SOL INJ IM/IV CX 25 AMP VD AMB X 2 ML,253,"R$93.491,63"
KETAMIN 50 MG/ML SOL INJ IM/IV CX 25 FA VD AMB X 10 ML,KETAMIN 50 MG/ML SOL INJ IM/IV CX 25 FA VD AMB X 10 ML,177,"R$317.202,54"
KISQALI 200 MG/DOSE COM REV CT BL AL PLAS PVC/PCTFE X 21,KISQALI 200 MG/DOSE COM REV CT BL AL PLAS PVC/PCTFE X 21,41,"R$235.147,65"
KISQALI 200 MG/DOSE COM REV CT BL AL PLAS PVC/PCTFE X 42,KISQALI 200 MG/DOSE COM REV CT BL AL PLAS PVC/PCTFE X 42,195,"R$2.383.968,03"
KISQALI 200 MG/DOSE COM REV CT BL AL PLAS PVC/PCTFE X 63,KISQALI 200 MG/DOSE COM REV CT BL AL PLAS PVC/PCTFE X 63,"1,440","R$24.716.116,66"
"KOLLAGENASE+CLORANFENICOL 0,6 U/G+0,01G/G POM DER10BGX30G","KOLLAGENASE+CLORANFENICOL 0,6 U/G+0,01G/G POM DER10BGX30G",69,"R$6.676,86"
KOSELUGO 10 MG CAP DURA CT FR PLAS PEAD OPC X 60,KOSELUGO 10 MG CAP DURA CT FR PLAS PEAD OPC X 60,124,"R$4.326.246,74"
KOSELUGO 25 MG CAP DURA CT FR PLAS PEAD OPC X 60,KOSELUGO 25 MG CAP DURA CT FR PLAS PEAD OPC X 60,53,"R$4.653.071,52"
"KYLEENA 1DIU + 1APLIC 19,5MG","KYLEENA 1DIU + 1APLIC 19,5MG","2,375","R$2.325.483,13"
"L - ACTEMRA 162 MG X 0,9 ML SOL INJ SC CT 4 SER PREENC VD","L - ACTEMRA 162 MG X 0,9 ML SOL INJ SC CT 4 SER PREENC VD",6,"R$29.471,76"
L - ALECENSA 224CAP 150MG,L - ALECENSA 224CAP 150MG,72,"R$1.748.767,97"
L - APRESOLINA 25 MG COM REV CT BL AL/AL X 60,L - APRESOLINA 25 MG COM REV CT BL AL/AL X 60,"3,496","R$75.504,32"
L - APRESOLINA 50 MG COM REV CT BL AL/AL X 60,L - APRESOLINA 50 MG COM REV CT BL AL/AL X 60,105,"R$2.554,65"
L - AVASTIN 25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML,L - AVASTIN 25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML,4,"R$7.590,35"
L - COTELLIC 20 MG COM REV CT BL AL PLAS TRANS X 63,L - COTELLIC 20 MG COM REV CT BL AL PLAS TRANS X 63,14,"R$262.271,52"
L - ENTRESTO 100 MG COM REV CT BL AL AL X 60,L - ENTRESTO 100 MG COM REV CT BL AL AL X 60,15,"R$4.036,77"
L - ERIVEDGE 150 MG CAP DURA CT FR PLAS OPC X 28,L - ERIVEDGE 150 MG CAP DURA CT FR PLAS OPC X 28,73,"R$1.876.104,32"
"L - EVRYSDI 0,75MG/ML PO SOL OR FR80ML+4 SER DOS=2X6ML+12ML","L - EVRYSDI 0,75MG/ML PO SOL OR FR80ML+4 SER DOS=2X6ML+12ML",63,"R$2.830.801,97"
L - HEMCIBRA 150 MG SOL INJ SC CT 1 FA VD TRANS X 1 ML,L - HEMCIBRA 150 MG SOL INJ SC CT 1 FA VD TRANS X 1 ML,8,"R$542.849,76"
L - HEMCIBRA 30 MG SOL INJ SC CT 1 FA VD TRANS X 1 ML,L - HEMCIBRA 30 MG SOL INJ SC CT 1 FA VD TRANS X 1 ML,34,"R$472.814,88"
L - HERCEPTIN 600 MG SOL INJ SC CT FA VD TRANS X 5 ML,L - HERCEPTIN 600 MG SOL INJ SC CT FA VD TRANS X 5 ML,20,"R$286.540,96"
L - JAKAVI 20 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,L - JAKAVI 20 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60,12,"R$292.344,54"
L - KADCYLA 100 MG PO LIOF SOL INJ IV CT FA VD TRANS,L - KADCYLA 100 MG PO LIOF SOL INJ IV CT FA VD TRANS,162,"R$1.212.747,75"
L - KADCYLA 160 MG PO LIOF SOL INJ IV CT FA VD TRANS,L - KADCYLA 160 MG PO LIOF SOL INJ IV CT FA VD TRANS,36,"R$491.535,12"
L - MICAFUNGINA SODICA 100 MG PO LIOF SOL INFUS IV CT 1 FA,L - MICAFUNGINA SODICA 100 MG PO LIOF SOL INFUS IV CT 1 FA,230,"R$66.276,80"
L - MICAFUNGINA SODICA 50 MG PO LIOF SOL INFUS IV FA,L - MICAFUNGINA SODICA 50 MG PO LIOF SOL INFUS IV FA,"6,808","R$989.244,47"
L - OCREVUS 30 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,L - OCREVUS 30 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,142,"R$4.806.296,80"
L - PERJETA 420 MG SOL DIL INFUS CT FA VD TRANS X 14 ML,L - PERJETA 420 MG SOL DIL INFUS CT FA VD TRANS X 14 ML,353,"R$4.046.708,01"
L - RITALINA 10 MG CAP DURA LIB PROL CT FR PLAS PEAD X 30,L - RITALINA 10 MG CAP DURA LIB PROL CT FR PLAS PEAD X 30,12,"R$993,60"
L - TECENTRIQ 1200 MG SOL DIL INFUS IV CT FA VD TRANSX20ML,L - TECENTRIQ 1200 MG SOL DIL INFUS IV CT FA VD TRANSX20ML,26,"R$717.529,17"
L - TEGRETOL 200 MG COM CT BL AL PLAS PVC TRANS X 60,L - TEGRETOL 200 MG COM CT BL AL PLAS PVC TRANS X 60,18,"R$993,60"
L - ULTIBRO(110+50)MCG CAP DURA INAL OR CT BL AL ALX30+1INAL,L - ULTIBRO(110+50)MCG CAP DURA INAL OR CT BL AL ALX30+1INAL,6,"R$1.400,40"
L - XOLAIR 150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML,L - XOLAIR 150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML,2,"R$1.382,46"
L - ZELBORAF 240 MG COM REV CT BL AL AL X 56,L - ZELBORAF 240 MG COM REV CT BL AL AL X 56,122,"R$1.067.967,60"
L- ESBRIET 267 MG CAP DURA CT FR PLAS OPC X 270,L- ESBRIET 267 MG CAP DURA CT FR PLAS OPC X 270,3,"R$32.485,37"
L- MYCAFREM 100 MG PO SOL INFUS IV CT FA VD TRANS,L- MYCAFREM 100 MG PO SOL INFUS IV CT FA VD TRANS,"2,109","R$305.805,00"
LAMICTAL 100 MG COM CT BL AL PLAS TRANS X 30,LAMICTAL 100 MG COM CT BL AL PLAS TRANS X 30,10,"R$4.227,02"
"LETROZOL 2,5 MG COM REV CT BL AL PLAS PVC/PVDC X 30","LETROZOL 2,5 MG COM REV CT BL AL PLAS PVC/PVDC X 30",603,"R$11.242,86"
LEVOTAC 5MG/ML SOL INFUS IV CX6 BOLS PLAS PP SIST FECHX100ML,LEVOTAC 5MG/ML SOL INFUS IV CX6 BOLS PLAS PP SIST FECHX100ML,48,"R$1.796,24"
LIDOJET 20 MG/ML SOL INJ CT 12 FA VD TRANS X 20 ML,LIDOJET 20 MG/ML SOL INJ CT 12 FA VD TRANS X 20 ML,131,"R$12.173,07"
LISADOR 500 MG + 5 MG + 10 MG COM CT BL AL PLAS AMB X 24,LISADOR 500 MG + 5 MG + 10 MG COM CT BL AL PLAS AMB X 24,6,"R$46,80"
LOKELMA 5 G PO SUS OR CT ENV AL PLAS PET/PEBDL OPC X 30,LOKELMA 5 G PO SUS OR CT ENV AL PLAS PET/PEBDL OPC X 30,676,"R$1.047.009,60"
LOSEC 10 MG COM REV CT BL AL/AL X 28,LOSEC 10 MG COM REV CT BL AL/AL X 28,10,"R$1.841,50"
LOSEC 20 MG COM REV CT BL AL/AL X 28,LOSEC 20 MG COM REV CT BL AL/AL X 28,10,"R$3.287,40"
LYNPARZA COMPRIMIDOS 100 MG COM REV CT BL AL AL PVC X 56,LYNPARZA COMPRIMIDOS 100 MG COM REV CT BL AL AL PVC X 56,373,"R$5.780.642,33"
LYNPARZA COMPRIMIDOS 150 MG COM REV CT BL AL AL PVC X 56,LYNPARZA COMPRIMIDOS 150 MG COM REV CT BL AL AL PVC X 56,"2,514","R$38.543.455,70"
MABTHERA 10 MG/ML SOL DIL INFUS IV CT 1 FR VD TRANS X 50 ML,MABTHERA 10 MG/ML SOL DIL INFUS IV CT 1 FR VD TRANS X 50 ML,2,"R$19.831,25"
MABTHERA 10 MG/ML SOL DIL INFUS IV CT 2 FR VD TRANS X 10 ML,MABTHERA 10 MG/ML SOL DIL INFUS IV CT 2 FR VD TRANS X 10 ML,7,"R$28.262,03"
"MABTHERA 1400 MG SOL INJ SC CT 1 FA VD TRANS X 11,7 ML","MABTHERA 1400 MG SOL INJ SC CT 1 FA VD TRANS X 11,7 ML",166,"R$1.983.718,71"
MAXSULID 400 MG COM CT BL AL PLAS TRANS X 10,MAXSULID 400 MG COM CT BL AL PLAS TRANS X 10,"1,248","R$16.819,20"
"MEKINIST 0,5 MG COM REV CT FR PLAS PEAD OPC X 30","MEKINIST 0,5 MG COM REV CT FR PLAS PEAD OPC X 30",15,"R$79.519,67"
MEKINIST 2 MG COM REV CT FR PLAS PEAD OPC X 30,MEKINIST 2 MG COM REV CT FR PLAS PEAD OPC X 30,145,"R$2.985.082,89"
MEROPENEM 1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML,MEROPENEM 1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML,10,"R$3.052,20"
MICAFUNGINA SODICA 100 MG PO LIOF SOL INFUS IV CT 1 FA,MICAFUNGINA SODICA 100 MG PO LIOF SOL INFUS IV CT 1 FA,"1,050","R$167.648,91"
MICAFUNGINA SODICA 50 MG PO LIOF SOL INFUS IV FA,MICAFUNGINA SODICA 50 MG PO LIOF SOL INFUS IV FA,"2,200","R$270.318,72"
MICOFENOLATO DE SODIO 360 MG COM REV CT BL AL X 50,MICOFENOLATO DE SODIO 360 MG COM REV CT BL AL X 50,20,"R$3.800,00"
MIRENA 1DIU + 1APLIC 52MG,MIRENA 1DIU + 1APLIC 52MG,"8,961","R$8.768.197,74"
MONOFER 100 MG/ML SOL INFUS CT FA VD TRANS X 5 ML,MONOFER 100 MG/ML SOL INFUS CT FA VD TRANS X 5 ML,50,"R$25.483,50"
MUPIROCINA 20 MG/G POM DERM CT BG AL X 15 G,MUPIROCINA 20 MG/G POM DERM CT BG AL X 15 G,873,"R$14.842,93"
MYCAFREM 100 MG PO SOL INFUS IV CT FA VD TRANS,MYCAFREM 100 MG PO SOL INFUS IV CT FA VD TRANS,900,"R$213.394,90"
MYTEDOM 10 MG COM CT BL AL AL X 20,MYTEDOM 10 MG COM CT BL AL AL X 20,549,"R$15.861,69"
MYTEDOM 10 MG/ML SOL INJ CX 25 AMP VD AMB X 1 ML,MYTEDOM 10 MG/ML SOL INJ CX 25 AMP VD AMB X 1 ML,406,"R$51.584,57"
MYTEDOM 5 MG COM CT BL AL AL X 20,MYTEDOM 5 MG COM CT BL AL AL X 20,190,"R$2.905,76"
"NARCAN 0,4 MG/ML  SOL INJ IM/SC/IV CX 10 AMP VD TRANS X 1 ML","NARCAN 0,4 MG/ML  SOL INJ IM/SC/IV CX 10 AMP VD TRANS X 1 ML",190,"R$16.840,50"
NAUSEDRON 2 MG/ML SOL INJ IV/IM CX 10 AMP VD AMB X 4 ML,NAUSEDRON 2 MG/ML SOL INJ IV/IM CX 10 AMP VD AMB X 4 ML,48,"R$806,40"
NAUSEDRON 2 MG/ML SOL INJ IV/IM CX 25 AMP VD AMB X 2 ML,NAUSEDRON 2 MG/ML SOL INJ IV/IM CX 25 AMP VD AMB X 2 ML,377,"R$11.510,36"
NAUSEDRON 2 MG/ML SOL INJ IV/IM CX 50 AMP VD TRANS X 4 ML,NAUSEDRON 2 MG/ML SOL INJ IV/IM CX 50 AMP VD TRANS X 4 ML,108,"R$7.771,05"
NAUSEDRON 8 MG COM REV CT BL AL/AL X 10,NAUSEDRON 8 MG COM REV CT BL AL/AL X 10,264,"R$2.592,75"
NEBACETIN 5 MG/G +250 UI/G POM CT BG PLAS AL PLAS X 15 G,NEBACETIN 5 MG/G +250 UI/G POM CT BG PLAS AL PLAS X 15 G,"1,134","R$14.124,60"
"NEOCAINA COM VASO 5,0MG/ML+9,1MCG/ML SOL INJ CX10 ESTX20ML","NEOCAINA COM VASO 5,0MG/ML+9,1MCG/ML SOL INJ CX10 ESTX20ML",31,"R$5.796,63"
"NEOCAINA PESADA (5,0 + 80,0)MG/ML SOL INJ CX 40AMP VDX4ML","NEOCAINA PESADA (5,0 + 80,0)MG/ML SOL INJ CX 40AMP VDX4ML",67,"R$14.254,85"
NEOCAINA 5 MG/ML SOL INJ CX 10 EST X FA VD TRANS X 20ML,NEOCAINA 5 MG/ML SOL INJ CX 10 EST X FA VD TRANS X 20ML,80,"R$10.898,00"
NEOCAINA 5MG/ML SOL INJ CX40 EST X AMP VD TRANS X 4ML,NEOCAINA 5MG/ML SOL INJ CX40 EST X AMP VD TRANS X 4ML,22,"R$5.561,74"
NEPRESOL 20 MG/ML SOL INJ IM/IV CX 50 AMP VD TRANS X 1 ML,NEPRESOL 20 MG/ML SOL INJ IM/IV CX 50 AMP VD TRANS X 1 ML,29,"R$7.766,40"
"NESINA PIO (25,0 + 30,0) MG COM REV CT BL AL AL X 30","NESINA PIO (25,0 + 30,0) MG COM REV CT BL AL AL X 30",420,"R$76.040,40"
NEXAVAR 200 MG COM REV CT BL AL / AL X 60,NEXAVAR 200 MG COM REV CT BL AL / AL X 60,241,"R$1.647.958,63"
NEXIUM 20 MG COM REV CT  BL AL X 14,NEXIUM 20 MG COM REV CT  BL AL X 14,580,"R$29.556,80"
